Episode #,Item 1,Item 2,Item 3,Item 4,Item 5,Notes
410,Science,Fiction,Science,,
409,Fiction,Science,Science,,
408,Science,Science,Fiction,,
407,Science,Fiction,Science,,
406,Fiction,Science,Science,,
405,Science,Fiction,Science,,
404,Science,Science,Fiction,,
403,Science,Science,Fiction,,
402,Fiction,Science,Science,,
401,Science,Fiction,Science,,
400,Science,Science,Science,,
399,Science,Science,Science,Fiction,
398,Fiction,Science,Science,,
397,Fiction,Science,Science,,
396,Science,Science,Fiction,,
395,Fiction,Science,Science,,
394,Science,Fiction,Science,,
393,Science,Fiction,Science,,
392,Science,Science,Fiction,,
391,Science,Fiction,Science,,
390,Fiction,Science,Science,,
389,Fiction,Science,Science,Science,
388,Science,Fiction,Science,,
387,Science,Fiction,Science,,
386,Science,Science,Fiction,,
385,Science,Fiction,Science,,
384,Science,Science,Science,Fiction,Science
383,Fiction,Science,Science,,
382,Fiction,Science,Science,,
381,Fiction,Science,Science,,
380,Science,Science,Fiction,Science,
379,Fiction,Science,Science,,
378,Science,Science,Fiction,,
377,Fiction,Science,Science,,
376,Science,Science,Fiction,,
375,Fiction,Science,Science,,
374,Science,Science,Fiction,,
373,Science,Science,Fiction,,
372,Science,Science,Fiction,,
371,Science,Fiction,Science,,
370,Science,Fiction,Science,,
369,Science,Science,Fiction,Science,
368,Science,Science,Fiction,,
367,Fiction,Science,Science,,
366,Science,Fiction,Science,,
365,Science,Science,Fiction,,
364,Science,Fiction,Science,,
363,Science,Science,Science,Fiction,
362,Science,Fiction,Science,,
361,Fiction,Science,Science,Science,
360,Science,Science,Fiction,,
359,Science,Science,Fiction,,
358,Science,Fiction,Science,Science,
357,Science,Fiction,Science,,
356,Fiction,Science,Science,,
355,Fiction,Science,Science,Science,
354,Science,Fiction,Science,,
353,Fiction,Science,Science,Science,
352,Science,Science,Fiction,,
351,Science,Science,Fiction,,
350,Fiction,Science,Science,,
349,Science,Science,Fiction,,
348,Fiction,Science,Science,,
347,Science,Fiction,Science,,
346,Science,Fiction,Science,,
345,Fiction,Science,Science,,
344,Science,Fiction,Science,,
343,Fiction,Science,Science,,
342,Science,Science,Fiction,,
341,Science,Science,Fiction,,
340,Science,Fiction,Science,,
339,Science,Science,Fiction,,
338,Fiction,Science,Science,,
337,Fiction,Science,Science,,
336,Science,Science,Fiction,,
335,Science,Fiction,Science,,
334,Fiction,Science,Science,,
333,Fiction,Science,Science,,
332,Science,Fiction,Science,,
331,Science,Science,Fiction,,
330,Fiction,Science,Science,Science,
329,Science,Fiction,Science,,
328,Fiction,Science,Science,,
327,Science,Fiction,Science,,
326,Fiction,Science,Science,,
325,Science,Science,Fiction,,
324,Science,Science,Fiction,,
323,Fiction,Science,Science,,
322,Science,Science,Fiction,,
321,Fiction,Science,Science,,
320,Fiction,Science,Science,,
319,Science,Science,Fiction,,
318,Science,Science,Fiction,,
317,Fiction,Science,Science,,
316,Science,Science,Fiction,,
315,Fiction,Science,Science,,
314,Science,Fiction,Science,,
313,Fiction,Science,Science,Science,
312,Science,Science,Fiction,,
311,Fiction,Science,Science,,
310,Science,Fiction,Science,,
309,Science,Science,Science,,
308,Fiction,Science,Science,,
307,Science,Fiction,Science,,
306,Fiction,Science,Science,,
305,Fiction,Science,Science,,
304,Science,Science,Fiction,Science,
303,Science,Science,Fiction,,
302,Science,Fiction,Science,,
301,Science,Fiction,Science,,
300,Science,Science,Fiction,,
299,Fiction,Science,Science,,
298,Science,Science,Fiction,,
297,Science,Fiction,Science,Science,
296,Science,Science,Fiction,,
295,Science,Fiction,Science,,
294,Science,Fiction,Science,,
293,Science,Science,Fiction,,
292,Science,Fiction,Science,,
291,Science,Fiction,Science,,
290,Science,Science,Fiction,,
289,Science,Science,Fiction,,
288,Fiction,Science,Science,,
287,Science,Fiction,Science,,
286,Science,Fiction,Science,,
285,Science,Science,Fiction,,
284,Science,Science,Fiction,,
283,Fiction,Science,Science,,
282,Science,Science,Fiction,,
281,Science,Science,Fiction,,
280,Science,Science,Fiction,Science,
279,Fiction,Science,Science,,
278,Science,Fiction,Science,,
277,Science,Science,Science,Fiction,
276,Science,Fiction,Science,Science,
275,Science,Science,Fiction,,
274,Fiction,Science,Science,,
273,Science,Science,Fiction,,
272,Science,Science,Fiction,,
271,Science,Fiction,Science,,
270,Science,Fiction,Science,Science,
269,Science,Science,Fiction,,
268,Science,Science,Fiction,,
267,Science,Fiction,Science,,
266,Science,Fiction,Science,,
265,Science,Science,Fiction,,
264,Science,Fiction,Science,,
263,Fiction,Science,Science,,
262,Fiction,Science,Science,,
261,Science,Science,Fiction,,
260,Science,Science,Fiction,Science,
259,Science,Fiction,Science,,
258,,,,,,missing S/F?
257,Fiction,Science,Science,,
256,Science,Fiction,Science,,
255,Science,Fiction,Science,,
254,Fiction,Science,Science,,
253,Science,Science,Fiction,,
252,Fiction,Science,Science,,
251,Science,Fiction,Science,,
250,Fiction,Science,Science,,
249,Science,Fiction,Science,,
248,Science,Science,Fiction,,
247,Fiction,Science,Science,,
246,Science,Fiction,Science,,
245,Science,Science,Fiction,Science,
244,Science,Science,Fiction,,
243,Fiction,Science,Science,,
242,Science,Science,Fiction,,
241,Science,Fiction,Science,,
240,Fiction,Science,Science,Science,
239,Fiction,Science,Science,,
238,Fiction,Science,Science,,
237,Science,Science,Fiction,,
236,Fiction,Science,Science,,
235,Science,Fiction,Science,,
234,,,,,,missing S/F?
233,Science,Science,Fiction,,
232,,,,,,missing S/F?
231,Fiction,Science,Science,,
230,Science,Fiction,Science,,
229,Science,Science,Fiction,,
228,Science,Fiction,Science,,
227,Science,Science,Fiction,,
226,Science,Fiction,Science,,
225,Science,Science,Fiction,,
224,Science,Fiction,Science,,
223,Science,Fiction,Science,,
222,Fiction,Science,Science,,
221,Science,Science,Fiction,,
220,Fiction,Science,Science,,
219,Science,Fiction,Science,,
218,Fiction,Science,Science,,
217,Fiction,Science,Science,,
216,Fiction,Science,Science,,
215,Science,Science,Fiction,,
214,Fiction,Science,Science,,
213,Fiction,Science,Science,,
212,Fiction,Science,Science,,
211,Science,Fiction,Science,,
210,Science,Fiction,Science,,
209,Science,Science,Fiction,,
208,Science,Fiction,Science,,
207,Science,Science,Fiction,,
206,Science,Science,Fiction,,
205,Fiction,Science,Science,,
204,Science,Fiction,Science,,
203,Fiction,Science,Science,,
202,Fiction,Science,Science,,
201,Fiction,Science,Science,,
200,Science,Fiction,Science,,
199,Science,Fiction,Science,,
198,Science,Fiction,Science,,
197,Science,Science,Fiction,,
196,Science,Fiction,Science,,
195,Fiction,Science,Science,,
194,Science,Fiction,Science,,
193,Science,Fiction,Science,,
192,Fiction,Science,Science,,
191,Fiction,Science,Science,,
190,Science,Science,Fiction,,
